Id,trans_hour,trans_day,trans_month,trans_year,category,upi_number,age,trans_amount,state,zip,fraud_risk
895,10,2,3,2022,2,7086000124,44,67.52,38,17850,0
896,14,2,3,2022,13,7086000125,57,6.18,35,43903,0
897,14,2,3,2022,10,7086000126,47,123.65,12,51521,0
898,17,2,3,2022,11,7086000127,38,5.94,29,68859,0
899,18,2,3,2022,13,7086000128,50,2.25,28,58765,0
900,18,2,3,2022,7,7086000129,54,100.65,37,97403,0
901,20,2,3,2022,11,7086000130,75,970.33,18,70447,1
902,21,2,3,2022,6,7086000131,35,46.62,38,15484,0
903,21,2,3,2022,7,7086000132,42,178.57,21,4555,0
904,22,2,3,2022,11,7086000133,75,1052.65,18,70447,1
905,22,2,3,2022,11,7086000134,75,939.08,18,70447,1
906,22,2,3,2022,8,7086000135,38,648.99,43,79063,1
907,22,2,3,2022,4,7086000136,38,287.51,43,79063,1
908,22,2,3,2022,5,7086000137,29,18.05,28,58569,1
909,23,2,3,2022,11,7086000138,38,1146.99,43,79063,1
910,23,2,3,2022,11,7086000139,75,897.11,18,70447,1
911,23,2,3,2022,12,7086000140,75,802.49,18,70447,1
912,0,2,4,2022,8,7086000141,48,608.15,43,78040,1
913,0,2,4,2022,4,7086000142,48,292.74,43,78040,1
914,1,2,4,2022,4,7086000143,48,292.88,43,78040,1
915,1,2,4,2022,2,7086000144,48,13.08,43,78040,1
916,2,2,4,2022,2,7086000145,38,10.47,43,79063,1
917,5,2,4,2022,3,7086000146,14,27.95,14,60958,0
918,6,2,4,2022,4,7086000147,38,309.74,43,79063,1
919,10,2,4,2022,2,7086000148,31,68.87,3,85173,0
920,10,2,4,2022,11,7086000149,83,5.48,31,7711,0
921,13,2,4,2022,10,7086000150,38,20.12,43,79063,1
922,14,2,4,2022,5,7086000151,47,12.28,49,26339,0
923,14,2,4,2022,0,7086000152,60,10.97,4,96037,0
924,15,2,4,2022,1,7086000153,30,56.46,30,3601,0
925,16,2,4,2022,0,7086000154,51,61.39,14,62673,0
926,17,2,4,2022,10,7086000155,43,33.45,46,5733,0
927,18,2,4,2022,6,7086000156,47,10.34,12,51521,0
928,18,2,4,2022,11,7086000157,38,925.74,43,79063,1
929,20,2,4,2022,0,7086000158,31,365.77,38,16858,0
930,20,2,4,2022,10,7086000159,40,11.25,9,34112,0
931,21,2,4,2022,5,7086000160,40,75.16,25,39113,0
932,21,2,4,2022,12,7086000161,38,860.18,43,79063,1
933,21,2,4,2022,6,7086000162,40,163.65,34,11978,0
934,22,2,4,2022,8,7086000163,38,644.3,43,79063,1
935,22,2,4,2022,4,7086000164,38,290.79,43,79063,1
936,22,2,4,2022,10,7086000165,25,69.12,36,73034,0
937,22,2,4,2022,4,7086000166,38,297.47,43,79063,1
938,23,2,4,2022,6,7086000167,38,248.8,43,79063,1
939,23,2,4,2022,9,7086000168,35,8.1,43,77412,0
940,4,2,5,2022,4,7086000169,34,101.93,14,62926,0
941,5,2,5,2022,3,7086000170,33,44.65,45,24433,0
942,5,2,5,2022,12,7086000171,77,9.32,35,45342,0
943,5,2,5,2022,4,7086000172,29,97.79,24,64019,0
944,14,2,5,2022,12,7086000173,45,150.3,21,4616,0
945,15,2,5,2022,5,7086000174,39,45.46,49,25213,0
946,16,2,5,2022,10,7086000175,44,33.62,14,62262,0
947,17,2,5,2022,6,7086000176,51,23.14,4,96103,0
948,18,2,5,2022,6,7086000177,84,10.45,3,85253,0
949,19,2,5,2022,1,7086000178,28,37.85,34,13367,0
950,20,2,5,2022,10,7086000179,64,29.8,5,80824,0
951,0,2,6,2022,4,7086000180,60,269.86,34,14510,1
952,1,2,6,2022,4,7086000181,66,319.18,14,62266,1
953,1,2,6,2022,2,7086000182,60,11.77,34,14510,1
954,3,2,6,2022,4,7086000183,52,343.39,17,40820,1
955,3,2,6,2022,4,7086000184,66,308.55,14,62266,1
956,12,2,6,2022,11,7086000185,60,1084.7,34,14510,1
957,14,2,6,2022,12,7086000186,66,923.4,14,62266,1
958,16,2,6,2022,11,7086000187,20,1.88,15,46346,0
959,16,2,6,2022,11,7086000188,66,994.77,14,62266,1
960,22,2,6,2022,12,7086000189,66,776.09,14,62266,1
961,22,2,6,2022,8,7086000190,60,732.82,34,14510,1
962,22,2,6,2022,12,7086000191,66,876.03,14,62266,1
963,23,2,6,2022,12,7086000192,60,760.51,34,14510,1
964,23,2,6,2022,8,7086000193,52,927.45,17,40820,1
965,23,2,6,2022,8,7086000194,60,1049.84,34,14510,1
966,0,2,7,2022,2,7086000195,60,13.28,34,14510,1
967,0,2,7,2022,11,7086000196,88,359.68,43,75661,0
968,0,2,7,2022,4,7086000197,33,314.79,48,54559,1
969,1,2,7,2022,3,7086000198,66,15.99,14,62266,1
970,1,2,7,2022,4,7086000199,66,312.03,14,62266,1
971,2,2,7,2022,4,7086000200,33,291.74,48,54559,1
972,4,2,7,2022,3,7086000201,51,117.41,36,74130,0
973,6,2,7,2022,4,7086000202,58,304.08,37,97850,1
974,7,2,7,2022,2,7086000203,42,36.83,21,4555,0
975,7,2,7,2022,2,7086000204,43,49.33,20,20687,0
976,10,2,7,2022,4,7086000205,33,330.19,48,54559,1
977,10,2,7,2022,9,7086000206,38,29.66,14,62571,0
978,14,2,7,2022,12,7086000207,52,768.32,17,40820,1
979,14,2,7,2022,12,7086000208,89,954.22,40,29170,1
980,15,2,7,2022,5,7086000209,35,71.15,47,98238,0
981,16,2,7,2022,11,7086000210,58,1105.42,37,97850,1
982,17,2,7,2022,10,7086000211,49,5,49,24927,0
983,17,2,7,2022,11,7086000212,66,901.63,14,62266,1
984,17,2,7,2022,6,7086000213,52,392.42,17,40820,1
985,18,2,7,2022,7,7086000214,54,27.84,27,28901,0
986,19,2,7,2022,12,7086000215,33,713.69,48,54559,1
987,20,2,7,2022,1,7086000216,32,62.56,38,19456,0
988,20,2,7,2022,12,7086000217,60,1020.32,34,14510,1
989,21,2,7,2022,7,7086000218,41,34.1,49,26041,0
990,22,2,7,2022,11,7086000219,66,1059.29,14,62266,1
991,22,2,7,2022,12,7086000220,66,900.39,14,62266,1
992,22,2,7,2022,4,7086000221,58,257.63,37,97850,1
993,22,2,7,2022,8,7086000222,60,758.79,34,14510,1
994,22,2,7,2022,11,7086000223,58,942,37,97850,1
995,22,2,7,2022,8,7086000224,33,778.7,48,54559,1
996,22,2,7,2022,8,7086000225,89,917.89,40,29170,1
997,22,2,7,2022,8,7086000226,66,721.96,14,62266,1
998,22,2,7,2022,4,7086000227,52,322.77,17,40820,1
999,22,2,7,2022,10,7086000228,66,50.12,14,62266,1
1000,22,2,7,2022,11,7086000229,66,1286.27,14,62266,1
1001,22,2,7,2022,11,7086000230,22,36.53,38,17051,0
1002,23,2,7,2022,8,7086000231,58,768,37,97850,1
1003,23,2,7,2022,4,7086000232,60,309.02,4,94569,1
1004,23,2,7,2022,8,7086000233,89,855.73,40,29170,1
1005,23,2,7,2022,13,7086000234,44,9.9,24,64659,1
1006,23,2,7,2022,11,7086000235,60,992.8,34,14510,1
1007,23,2,7,2022,11,7086000236,58,935.13,37,97850,1
1008,23,2,7,2022,0,7086000237,82,62.7,34,12575,0
1009,23,2,7,2022,11,7086000238,58,1096.03,37,97850,1
1010,23,2,7,2022,11,7086000239,89,1139.52,40,29170,1
1011,23,2,7,2022,8,7086000240,44,719.82,24,64659,1
1012,23,2,7,2022,4,7086000241,52,333.47,17,40820,1
1013,0,2,8,2022,2,7086000242,44,6.79,24,64659,1
1014,0,2,8,2022,2,7086000243,33,8,48,54559,1
1015,0,2,8,2022,4,7086000244,44,290.65,24,64659,1
1016,1,2,8,2022,4,7086000245,33,317.81,48,54559,1
1017,1,2,8,2022,4,7086000246,80,282.12,34,12222,1
1018,1,2,8,2022,2,7086000247,33,11.95,48,54559,1
1019,1,2,8,2022,2,7086000248,58,9.91,37,97850,1
1020,1,2,8,2022,4,7086000249,80,289.27,34,12222,1
1021,1,2,8,2022,2,7086000250,80,8.31,34,12222,1
1022,2,2,8,2022,4,7086000251,32,33.52,23,56379,0
1023,2,2,8,2022,2,7086000252,89,10.25,40,29170,1
1024,2,2,8,2022,11,7086000253,46,98.38,50,82711,0
1025,3,2,8,2022,4,9678000000,80,271.04,34,12222,1
1026,3,2,8,2022,4,9678000001,60,311.48,4,94569,1
1027,3,2,8,2022,2,9678000002,64,66.81,22,49632,0
1028,5,2,8,2022,2,9678000003,44,9.13,24,64659,1
1029,7,2,8,2022,4,9678000004,58,257.47,37,97850,1
1030,9,2,8,2022,1,9678000005,71,142.4,36,74074,0
1031,9,2,8,2022,4,9678000006,33,299.18,48,54559,1
1032,13,2,8,2022,11,9678000007,60,880.19,4,94569,1
1033,13,2,8,2022,5,9678000008,35,112.3,1,36869,0
1034,14,2,8,2022,1,9678000009,34,29.89,22,48438,0
1035,15,2,8,2022,11,9678000010,80,1016.64,34,12222,1
1036,18,2,8,2022,6,9678000011,31,84.86,23,56672,0
1037,19,2,8,2022,8,9678000012,80,702.32,34,12222,1
1038,22,2,8,2022,6,9678000013,40,75.91,35,45808,0
1039,22,2,8,2022,8,9678000014,44,696.29,24,64659,1
1040,22,2,8,2022,8,9678000015,89,883.32,40,29170,1
1041,22,2,8,2022,11,9678000016,80,942.03,34,12222,1
1042,22,2,8,2022,11,9678000017,89,929.06,40,29170,1
1043,22,2,8,2022,8,9678000018,33,836.07,48,54559,1
1044,22,2,8,2022,12,9678000019,58,957.09,37,97850,1
1045,22,2,8,2022,4,9678000020,33,297.76,48,54559,1
1046,23,2,8,2022,11,9678000021,58,1016.26,37,97850,1
1047,23,2,8,2022,5,9678000022,47,24.41,24,64686,0
1048,23,2,8,2022,4,9678000023,44,289.74,24,64659,1
1049,23,2,8,2022,10,9678000024,60,45.24,4,94569,1
1050,23,2,8,2022,11,9678000025,44,900.06,24,64659,1
1051,23,2,8,2022,11,9678000026,58,1140.72,37,97850,1
1052,23,2,8,2022,8,9678000027,60,786.4,4,94569,1
1053,23,2,8,2022,9,9678000028,33,7.72,48,54559,1
1054,23,2,8,2022,11,9678000029,89,892.68,40,29170,1
1055,23,2,8,2022,11,9678000030,89,848.89,40,29170,1
1056,1,2,9,2022,2,9678000031,50,11.98,34,11944,1
1057,1,2,9,2022,4,9678000032,80,288.97,34,12222,1
1058,6,2,9,2022,4,9678000033,63,123.78,42,37165,0
1059,8,2,9,2022,2,9678000034,23,43.82,39,2908,0
1060,8,2,9,2022,3,9678000035,36,35.9,38,15484,0
1061,12,2,9,2022,10,9678000036,57,2.86,38,16239,0
1062,12,2,9,2022,0,9678000037,50,35.06,12,52576,0
1063,16,2,9,2022,13,9678000038,47,2.85,1,36617,0
1064,19,2,9,2022,12,9678000039,50,927.18,34,11944,1
1065,20,2,9,2022,11,9678000040,43,6.33,48,54154,0
1066,22,2,9,2022,11,9678000041,50,1036.91,34,11944,1
1067,22,2,9,2022,8,9678000042,80,802.15,34,12222,1
1068,22,2,9,2022,7,9678000043,28,62.56,7,20017,0
1069,22,2,9,2022,12,9678000044,50,960,34,11944,1
1070,23,2,9,2022,8,9678000045,50,776.27,34,11944,1
1071,0,2,10,2022,12,9678000046,32,127.37,38,19456,0
1072,3,2,10,2022,4,9678000047,50,312.48,34,11944,1
1073,6,2,10,2022,4,9678000048,50,79.57,14,60193,0
1074,11,2,10,2022,11,9678000049,65,7.46,38,16048,0
1075,15,2,10,2022,10,9678000050,21,24.7,15,46346,0
1076,16,2,10,2022,10,9678000051,42,3.36,37,97132,0
1077,22,2,10,2022,11,9678000052,50,985.29,34,11944,1
1078,23,2,10,2022,8,9678000053,50,616.23,34,11944,1
1079,23,2,10,2022,11,9678000054,50,980.79,34,11944,1
1080,23,2,10,2022,8,9678000055,50,716.52,34,11944,1
1081,0,2,11,2022,2,9678000056,21,9.76,38,18103,1
1082,1,2,11,2022,4,9678000057,21,283.62,38,18103,1
1083,1,2,11,2022,4,9678000058,46,289.12,50,82711,1
1084,2,2,11,2022,8,9678000059,21,959.53,38,18103,1
1085,2,2,11,2022,4,9678000060,46,325.35,50,82711,1
1086,3,2,11,2022,4,9678000061,46,280.64,50,82711,1
1087,7,2,11,2022,4,9678000062,68,125.31,45,22151,0
1088,13,2,11,2022,6,9678000063,21,1.71,48,54487,0
1089,14,2,11,2022,0,9678000064,62,63.1,46,5155,0
1090,15,2,11,2022,1,9678000065,37,62.23,15,47515,0
1091,19,2,11,2022,6,9678000066,57,100.23,34,14711,0
1092,20,2,11,2022,12,9678000067,47,6.68,38,16329,0
1093,22,2,11,2022,6,9678000068,36,259.17,27,28405,1
1094,22,2,11,2022,8,9678000069,46,828.73,50,82711,1
1095,22,2,11,2022,11,9678000070,46,853.8,50,82711,1
1096,22,2,11,2022,5,9678000071,43,77.49,50,82514,0
1097,23,2,11,2022,0,9678000072,21,468.05,38,18103,1
1098,23,2,11,2022,12,9678000073,21,788.62,38,18103,1
1099,23,2,11,2022,11,9678000074,21,1131.32,38,18103,1
1100,23,2,11,2022,6,9678000075,29,75.93,15,47470,0
1101,0,2,12,2022,4,9678000076,23,284.58,14,62896,1
1102,0,2,12,2022,4,9678000077,46,295.85,50,82711,1
1103,0,2,12,2022,8,9678000078,18,911.75,23,55606,1
1104,0,2,12,2022,4,9678000079,75,301.63,42,37411,1
1105,0,2,12,2022,12,9678000080,85,4.19,9,34953,0
1106,0,2,12,2022,4,9678000081,21,286.63,38,18103,1
1107,1,2,12,2022,4,9678000082,54,348.01,37,97452,1
1108,1,2,12,2022,8,9678000083,23,893.06,14,62896,1
1109,2,2,12,2022,2,9678000084,23,10.3,14,62896,1
1110,2,2,12,2022,3,9678000085,54,16.73,37,97452,1
1111,2,2,12,2022,4,9678000086,75,314.25,42,37411,1
1112,2,2,12,2022,2,9678000087,18,10.42,23,55606,1
1113,2,2,12,2022,4,9678000088,58,107.4,40,29032,0
1114,3,2,12,2022,4,9678000089,18,302.22,23,55606,1
1115,3,2,12,2022,2,9678000090,44,64.59,16,66616,0
1116,3,2,12,2022,4,9678000091,23,288.7,14,62896,1
1117,3,2,12,2022,4,9678000092,23,297.4,14,62896,1
1118,5,2,12,2022,4,9678000093,18,306.23,23,55606,1
1119,5,2,12,2022,9,9678000094,47,70.23,4,92585,0
1120,5,2,12,2022,2,9678000095,18,8.45,23,55606,1
1121,6,2,12,2022,8,9678000096,23,719.27,14,62896,1
1122,9,2,12,2022,9,9678000097,27,28.77,43,79085,0
1123,9,2,12,2022,4,9678000098,47,231.84,4,95453,0
1124,10,2,12,2022,4,9678000099,15,59,14,60958,0
1125,10,2,12,2022,8,9678000100,28,5.03,49,24970,0
1126,10,2,12,2022,4,9678000101,54,309.35,37,97452,1
1127,10,2,12,2022,2,9678000102,64,47.26,22,49632,0
1128,11,2,12,2022,12,9678000103,66,5.26,24,64470,0
1129,12,2,12,2022,7,9678000104,91,138.47,37,97476,0
1130,14,2,12,2022,7,9678000105,41,27.78,34,11978,0
1131,16,2,12,2022,1,9678000106,46,123.61,50,82711,1
1132,16,2,12,2022,0,9678000107,41,5.12,42,37132,0
1133,16,2,12,2022,10,9678000108,61,57.6,22,49705,0
1134,18,2,12,2022,11,9678000109,41,107.12,9,33510,0
1135,18,2,12,2022,8,9678000110,54,763.2,37,97452,1
1136,18,2,12,2022,7,9678000111,36,18.14,38,15484,0
1137,19,2,12,2022,6,9678000112,69,126.47,29,68950,0
1138,19,2,12,2022,12,9678000113,34,8.76,45,23937,0
1139,20,2,12,2022,11,9678000114,15,82.53,14,60958,0
1140,21,2,12,2022,7,9678000115,63,158.86,38,16839,0
1141,22,2,12,2022,9,9678000116,21,9.39,38,18103,1
1142,22,2,12,2022,11,9678000117,18,805.81,23,55606,1
1143,22,2,12,2022,8,9678000118,46,935.83,50,82711,1
1144,22,2,12,2022,11,9678000119,23,968.46,14,62896,1
1145,22,2,12,2022,12,9678000120,46,912.51,50,82711,1
1146,22,2,12,2022,0,9678000121,54,615.49,37,97452,1
1147,22,2,12,2022,8,9678000122,75,865.3,42,37411,1
1148,22,2,12,2022,11,9678000123,18,1089.43,23,55606,1
1149,22,2,12,2022,8,9678000124,75,800.9,42,37411,1
1150,22,2,12,2022,11,9678000125,18,937.62,23,55606,1
1151,22,2,12,2022,11,9678000126,21,972.69,38,18103,1
1152,22,2,12,2022,12,9678000127,75,1030.21,42,37411,1
1153,22,2,12,2022,11,9678000128,18,891.97,23,55606,1
1154,23,2,12,2022,9,9678000129,23,8.37,14,62896,1
1155,23,2,12,2022,11,9678000130,54,1073.84,37,97452,1
1156,23,2,12,2022,10,9678000131,36,20.98,27,28405,1
1157,23,2,12,2022,13,9678000132,68,9.02,4,95528,0
1158,23,2,12,2022,7,9678000133,24,60.21,43,78214,0
1159,23,2,12,2022,11,9678000134,54,920.07,37,97452,1
1160,23,2,12,2022,8,9678000135,54,803.95,37,97452,1
1161,23,2,12,2022,8,9678000136,75,901.62,42,37411,1
1162,23,2,12,2022,4,9678000137,54,362.56,37,97452,1
1163,23,2,12,2022,12,9678000138,54,787.51,37,97452,1
1164,23,2,12,2022,7,9678000139,18,20.54,23,55606,1
1165,23,2,12,2022,12,9678000140,18,1200.74,23,55606,1
1166,23,2,12,2022,9,9678000141,18,8.24,23,55606,1
1167,0,13,2,2022,4,9678000142,53,297.37,37,97452,1
1168,1,13,2,2022,3,9678000143,30,77.97,35,44233,0
1169,2,13,2,2022,4,9678000144,53,348.36,37,97452,1
1170,2,13,2,2022,4,9678000145,53,357.5,37,97452,1
1171,3,13,2,2022,4,9678000146,22,336.15,14,62896,1
1172,4,13,2,2022,11,9678000147,56,9.15,14,62023,0
1173,7,13,2,2022,9,9678000148,46,189.38,24,64076,0
1174,9,13,2,2022,4,9678000149,22,285.18,14,62896,1
1175,14,13,2,2022,11,9678000150,17,1078.8,23,55606,1
1176,14,13,2,2022,8,9678000151,17,881.13,23,55606,1
1177,15,13,2,2022,11,9678000152,17,1002.04,23,55606,1
1178,16,13,2,2022,0,9678000153,48,20.49,1,36749,0
1179,18,13,2,2022,6,9678000154,17,228.96,23,55606,1
1180,18,13,2,2022,13,9678000155,17,10.99,23,55606,1
1181,21,13,2,2022,12,9678000156,52,833.74,32,87116,1
1182,22,13,2,2022,10,9678000157,52,20.25,32,87116,1
1183,22,13,2,2022,8,9678000158,52,801.83,32,87116,1
1184,22,13,2,2022,11,9678000159,22,1016.39,14,62896,1
1185,22,13,2,2022,0,9678000160,53,695.53,37,97452,1
1186,22,13,2,2022,11,9678000161,52,1156.15,32,87116,1
1187,22,13,2,2022,11,9678000162,52,995.63,32,87116,1
1188,23,13,2,2022,12,9678000163,52,875.17,32,87116,1
1189,23,13,2,2022,4,9678000164,52,321.17,32,87116,1
1190,23,13,2,2022,11,9678000165,17,1292.21,23,55606,1
1191,23,13,2,2022,6,9678000166,24,95.13,22,49775,0
1192,23,13,2,2022,9,9678000167,53,51.02,37,97452,1
1193,23,13,2,2022,11,9678000168,22,934.79,14,62896,1
1194,23,13,2,2022,8,9678000169,52,664.64,32,87116,1
1195,23,13,2,2022,8,9678000170,74,686.74,42,37411,1
1196,23,13,2,2022,11,9678000171,17,1024.04,23,55606,1
1197,23,13,2,2022,12,9678000172,22,709.16,14,62896,1
1198,0,14,2,2022,4,9678000173,52,281.68,32,87116,1
1199,0,14,2,2022,4,9678000174,42,281.77,9,33956,1
1200,1,14,2,2022,2,9678000175,52,9.72,32,87116,1
1201,2,14,2,2022,4,9678000176,52,293.68,32,87116,1
1202,5,14,2,2022,2,9678000177,86,47.66,21,4074,0
1203,8,14,2,2022,4,9678000178,36,81.91,29,69165,0
1204,11,14,2,2022,9,9678000179,40,33.79,43,76445,0
1205,12,14,2,2022,7,9678000180,51,4.74,29,68438,0
1206,13,14,2,2022,5,9678000181,29,75.76,46,5084,0
1207,18,14,2,2022,11,9678000182,47,4.97,22,48174,0
1208,19,14,2,2022,1,9678000183,23,166.27,22,49628,0
1209,19,14,2,2022,5,9678000184,62,13.31,22,48088,0
1210,19,14,2,2022,12,9678000185,37,191.02,47,99323,0
1211,21,14,2,2022,10,9678000186,48,78.25,24,63388,0
1212,22,14,2,2022,11,9678000187,42,1000.46,9,33956,1
1213,22,14,2,2022,8,9678000188,49,855.69,10,30257,1
1214,22,14,2,2022,8,9678000189,52,749.92,32,87116,1
1215,22,14,2,2022,12,9678000190,49,1084.51,10,30257,1
1216,23,14,2,2022,11,9678000191,42,1063.4,9,33956,1
1217,23,14,2,2022,0,9678000192,46,1.71,41,57374,0
1218,23,14,2,2022,11,9678000193,42,1125.97,9,33956,1
1219,0,15,2,2022,4,9678000194,42,284.59,9,33956,1
1220,1,15,2,2022,2,9678000195,42,9.4,9,33956,1
1221,3,15,2,2022,4,9678000196,49,322.44,10,30257,1
1222,3,15,2,2022,4,9678000197,49,335.24,10,30257,1
1223,8,15,2,2022,2,9678000198,58,63.5,12,52572,0
1224,11,15,2,2022,4,9678000199,28,110.64,10,31630,0
1225,11,15,2,2022,4,9678000200,54,65.84,19,2180,0
1226,12,15,2,2022,10,9678000201,27,10.86,34,13647,0
1227,14,15,2,2022,6,9678000202,29,3.82,9,33710,0
1228,14,15,2,2022,12,9678000203,19,1.36,17,42171,0
1229,20,15,2,2022,11,9678000204,49,905.1,10,30257,1
1230,21,15,2,2022,6,9678000205,68,66.67,29,68950,0
1231,22,15,2,2022,8,9678000206,49,823.65,10,30257,1
1232,22,15,2,2022,5,9678000207,42,21.37,9,33956,1
1233,22,15,2,2022,11,9678000208,42,1032.46,9,33956,1
1234,22,15,2,2022,11,9678000209,42,866.4,9,33956,1
1235,23,15,2,2022,11,9678000210,42,1079.81,9,33956,1
1236,23,15,2,2022,11,9678000211,49,1024.61,10,30257,1
1237,23,15,2,2022,11,9678000212,49,966.67,10,30257,1
1238,23,15,2,2022,11,9678000213,42,1258.71,9,33956,1
1239,23,15,2,2022,8,9678000214,42,840.87,9,33956,1
1240,2,16,2,2022,2,9678000215,81,54.22,34,12575,0
1241,6,16,2,2022,0,9678000216,54,12.88,6,6441,0
1242,7,16,2,2022,2,9678000217,34,62.13,40,29819,0
1243,8,16,2,2022,2,9678000218,64,57.64,48,54499,0
1244,9,16,2,2022,3,9678000219,40,30.67,9,34112,0
1245,16,16,2,2022,6,9678000220,34,36.73,27,27258,0
1246,16,16,2,2022,6,9678000221,45,30.61,40,29939,0
1247,16,16,2,2022,10,9678000222,31,41.36,6,6024,0
1248,17,16,2,2022,6,9678000223,86,64.04,21,4074,0
1249,18,16,2,2022,8,9678000224,23,2.08,43,77327,0
1250,20,16,2,2022,13,9678000225,51,2.75,32,88325,0
1251,21,16,2,2022,0,9678000226,48,108.71,34,10962,0
1252,21,16,2,2022,13,9678000227,44,432.69,24,64659,0
1253,22,16,2,2022,12,9678000228,54,871.27,32,87540,1
1254,22,16,2,2022,9,9678000229,54,51.66,32,87540,1
1255,23,16,2,2022,0,9678000230,31,73.91,38,19456,0
1256,23,16,2,2022,5,9678000231,57,29.51,44,84735,0
1257,23,16,2,2022,1,9101000000,44,95.83,31,7060,0
1258,1,17,2,2022,4,9101000001,87,327.19,34,12410,1
1259,3,17,2,2022,11,9101000002,27,1147.45,14,62661,1
1260,5,17,2,2022,8,9101000003,60,2.99,25,39665,0
1261,7,17,2,2022,2,9101000004,87,24.18,34,12410,1
1262,11,17,2,2022,4,9101000005,87,301.36,34,12410,1
1263,11,17,2,2022,4,9101000006,44,84.09,42,38039,0
1264,12,17,2,2022,4,9101000007,54,340.18,32,87540,1
1265,13,17,2,2022,12,9101000008,19,2.42,3,85086,0
1266,15,17,2,2022,7,9101000009,49,91.2,5,80736,0
1267,15,17,2,2022,0,9101000010,27,432.63,14,62661,1
1268,19,17,2,2022,6,9101000011,45,107.4,38,16858,0
1269,21,17,2,2022,12,9101000012,54,671.44,32,87540,1
1270,22,17,2,2022,11,9101000013,87,825.04,34,12410,1
1271,22,17,2,2022,6,9101000014,32,76.36,45,23303,0
1272,22,17,2,2022,7,9101000015,27,19.11,14,62661,1
1273,23,17,2,2022,11,9101000016,87,876.08,34,12410,1
1274,23,17,2,2022,8,9101000017,54,806.03,32,87540,1
1275,23,17,2,2022,13,9101000018,27,11.04,14,62661,1
1276,23,17,2,2022,7,9101000019,31,7.47,38,15486,0
1277,23,17,2,2022,1,9101000020,42,58.58,38,16034,0
1278,23,17,2,2022,11,9101000021,87,869.13,34,12410,1
1279,0,18,2,2022,2,9101000022,87,18.96,34,12410,1
1280,0,18,2,2022,4,9101000023,26,303.13,43,79085,1
1281,0,18,2,2022,4,9101000024,26,283.61,43,79085,1
1282,0,18,2,2022,2,9101000025,38,13.02,22,48088,1
1283,0,18,2,2022,4,9101000026,54,298.27,42,38079,1
1284,0,18,2,2022,4,9101000027,38,289.04,22,48088,1
1285,1,18,2,2022,2,9101000028,47,45.04,38,17041,0
1286,2,18,2,2022,4,9101000029,87,327.16,34,12410,1
1287,2,18,2,2022,2,9101000030,27,8.26,14,62661,1
1288,3,18,2,2022,8,9101000031,38,785.38,22,48088,1
1289,3,18,2,2022,3,9101000032,27,7.83,14,62661,1
1290,3,18,2,2022,4,9101000033,54,300.08,42,38079,1
1291,4,18,2,2022,2,9101000034,31,44.24,16,66941,0
1292,5,18,2,2022,4,9101000035,87,330.72,34,12410,1
1293,6,18,2,2022,4,9101000036,36,79.59,15,46322,0
1294,8,18,2,2022,4,9101000037,36,120.84,29,69165,0
1295,14,18,2,2022,12,9101000038,43,5.03,43,78248,0
1296,18,18,2,2022,10,9101000039,38,80.14,50,82227,0
1297,18,18,2,2022,13,9101000040,55,7.65,19,2630,0
1298,18,18,2,2022,10,9101000041,70,12.66,29,68973,0
1299,19,18,2,2022,7,9101000042,51,18.71,34,12093,0
1300,22,18,2,2022,7,9101000043,27,18.23,14,62661,1
1301,22,18,2,2022,5,9101000044,54,18.79,42,38079,1
1302,22,18,2,2022,12,9101000045,21,4.37,10,31632,0
1303,22,18,2,2022,11,9101000046,26,1016.56,43,79085,1
1304,22,18,2,2022,4,9101000047,26,330.29,43,79085,1
1305,22,18,2,2022,9,9101000048,26,8.01,43,79085,1
1306,22,18,2,2022,8,9101000049,38,791.35,22,48088,1
1307,23,18,2,2022,10,9101000050,27,18.55,14,62661,1
1308,23,18,2,2022,4,9101000051,87,352.48,34,12410,1
1309,23,18,2,2022,8,9101000052,34,230.32,34,13361,0
1310,23,18,2,2022,12,9101000053,87,895.09,34,12410,1
1311,23,18,2,2022,10,9101000054,27,20.98,14,62661,1
1312,23,18,2,2022,5,9101000055,59,6.2,4,94569,0
1313,0,19,2,2022,4,9101000056,38,336.72,22,48088,1
1314,0,19,2,2022,3,9101000057,34,75.39,25,39073,0
1315,0,19,2,2022,12,9101000058,83,4.33,31,7711,0
1316,0,19,2,2022,4,9101000059,38,284.63,22,48088,1
1317,0,19,2,2022,4,9101000060,38,316.11,22,48088,1
1318,1,19,2,2022,4,9101000061,26,295.48,43,79085,1
1319,1,19,2,2022,2,9101000062,35,67.07,43,75662,0
1320,1,19,2,2022,4,9101000063,38,308.52,22,48088,1
1321,2,19,2,2022,4,9101000064,54,293.62,42,38079,1
1322,2,19,2,2022,9,9101000065,94,9.05,20,21090,0
1323,3,19,2,2022,11,9101000066,55,6.19,35,44702,0
1324,5,19,2,2022,12,9101000067,59,450.28,17,41810,0
1325,7,19,2,2022,3,9101000068,29,65.6,12,52760,0
1326,8,19,2,2022,2,9101000069,69,95.94,38,15829,0
1327,9,19,2,2022,4,9101000070,26,289.91,43,79085,1
1328,11,19,2,2022,9,9101000071,72,6.17,49,25106,0
1329,17,19,2,2022,11,9101000072,41,1.86,43,75452,0
1330,18,19,2,2022,13,9101000073,86,5.1,5,80138,0
1331,19,19,2,2022,5,9101000074,63,17.83,27,28372,1
1332,20,19,2,2022,6,9101000075,51,8.84,29,68403,0
